Content,Status,Profile
"[HIRING][REMOTE][FULLTIME][CONTRACT] - Senior ReactNative / Mobile dev - $40-$60/h
- I'm Dan, the founder of https://amulet-ai.io/ and I have 11 years experience building software (mostly backend, ML systems) but need help building my first mobile app.
- This is for a limited 3-month collaboration with the goal being to help me develop the app and equip me with the skills to maintain it and extend it in the future.
- Write me on Discord or at ""dg AT amulet-ai.io"".",yes,ReactNative Developer
"[HIRING]
Senior Product Engineer (Full stack & Frontend)  [Remote] [FULL TIME]: €70k-100k+ 

We, at epilot, are currently looking for Senior Developers to join our team as Frontend or Full-stack Product Engineers, with the possibility of remote work. A good sneak peek into ""how we do engineering @ epilot"" -> read [this](https://dev.to/epilot/how-we-do-engineering-at-epilot-nai)

The job description and application form can be found behind this [link](https://epilot.recruitee.com/o/senior-full-stack-engineer-mfd-typescriptaws-2/?source=reactiflux).

Cheers and greetings from Cologne, Germany!",yes,"Senior Product Engineer, Full stack Developer"
"[FOR HIRE][REMOTE][FULL TIME][PART TIME][CONTRACT]
Hello, I am a Fullstack Web Developer with over four years of experience and extensive knowledge in web technologies such as React, Next.js, TailwindCSS, ExpressJS, and MongoDB
Github: https://github.com/riyadh-dev
Portfolio: https://riyadh-dev.github.io/portfolio",no,no
"[FOR HIRE][REMOTE]

• React | React Native | Typescript | Haskell | NodeJS | Postgres
• Figma | WebFlow | MUI | Bootstrap | Semantic UI

I am a full stack developer with 3+ years of experience. I am currently looking for new opportunities. 

Portfolio: https://archikumari.github.io/my_portfolio/
Github: https://github.com/",no,no
"[FORHIRE][PART TIME][FREELANCE]
Hey everyone, I am a senior full stack developer with 11 years of experience and I am looking for a full time or freelance part time job to work.
Thanks.",no,no
"[FOR HIRE][REMOTE]
Hi there! I'm a Senior Software Engineer with 8 years of experience in developing high-performance, scalable, and reliable web applications. I specialize in creating software solutions across diverse industries, including ecommerce, healthcare, real estate, gambling, and social media. 

This is my portfolio: https://aaron-guru.vercel.app/",no,no
"[FOR HIRE][REMOTE]

Accomplishments 14+ years experience. 
Ex - contractor Siemens and The international Red cross; 
Top 4% user in Stack Overflow
Portfolio: ddanailov.dev",no,no
"[For Hire] [Remote] [React]
Am a software engineer with the following tech stack - reactjs,  sass, , mysql, redux, git/github, javascript/typescript, Node.js . 
Linkedin - https://www.linkedin.com/in/teodor-valchev/",no,no
"[For Hire] [Remote] [React/Django]
Am a software engineer with the following tech stack - reactjs, reactnative, nextjs, tailwindcss, django/djangorestframework, mysql, redux, git/github, javascript/typescript . 
Linkedin - https://www.linkedin.com/in/auc-james-29584518b",no,no
"[HIRING]
Hi, I am looking for developer who can speak Russian.
I am not good at English so that it would be good who can speak Russian via phone call.
Every Document and words are all described in Russian.
This is project Link.
https://github.com/north-star-project/north-star.client
If you are interested please DM me.",yes,Developer
"Messages must start with [FORHIRE]/[HIRING]. Check the channel description for a full list of tags and rules!

* Posts should be reasonably descriptive.
* Jobs are paid — unpaid, equity-only, or similar are not allowed.
* We don't allow ""small gigs,"" like pay-for-help or one-off work of only a few hours.

Moderators may remove posts at any time, with or without warning. Repeat violators of these rules will be removed from the server permanently, with or without warning. We have more information on our Promotion Guidelines: https://www.reactiflux.com/promotion#job-board. If you believe you have been removed in error, you can dispute at `hello@reactiflux.com`.",no,no
"Messages must start with [FORHIRE]/[HIRING]. Check the channel description for a full list of tags and rules!

* Posts should be reasonably descriptive.
* Jobs are paid — unpaid, equity-only, or similar are not allowed.
* We don't allow ""small gigs,"" like pay-for-help or one-off work of only a few hours.

Moderators may remove posts at any time, with or without warning. Repeat violators of these rules will be removed from the server permanently, with or without warning. We have more information on our Promotion Guidelines: https://www.reactiflux.com/promotion#job-board. If you believe you have been removed in error, you can dispute at `hello@reactiflux.com`.",no,no
"HIRING][REMOTE][FULLTIME]

Job Opportunity: React Native Developer ===> **IF YOU ARE NOT FROM SPAIN, ITALY, OR ARGENTINA, PLEASE REFRAIN.**

Good morning, community!

We are currently seeking a skilled React Native developer to join our team. Below are the key details of the position:

Position: React Native Developer

Requirements:

Minimum of 2 years of experience in React Native development.
Fluent in English.
Residency in Spain, Italy, or Argentina.
Desirable but not mandatory:

Proficiency in Italian  and Spanish.
Application Instructions:

If you are interested in this opportunity, please send an email to oscar.urrutia@freshndash.com with the answers to the following questions:

Where are you from?
What is your expected salary?
Are you available full-time?
Are you willing to work on weekends if necessary?
Upon receiving your response, we will send you an invitation to schedule a meeting.

We look forward to hearing from you

Contact: 
Oscar Urrutia
Email: https://freshndash.com/",yes,React Native Developer
"[HIRING][REMOTE][FULLTIME] Front End Developer - India  (Remote)

Folks, I am hiring a developer for my company - Glow Worm Company. This is an entry level, full time remote position for anyone based out of India. 

I am one of the founders and we are a fully remote, close knit company of 12 people. We were in predominantly organization development consulting space and are now expanding into e-learning and products. 

I am a developer as well, and you will be one of the first developers working with me, working on building new websites, apps and tools. It will be a great learning opportunity since we are building a lot from scratch

We are looking for someone who loves programming, going deep, solving problems and has done a few projects maybe just to solve their own itch 🙂 . Open source contributions would be a plus

In depth JS/TS knowledge is a must and any one framework experience ( NextJS, React ) would be great. You really need to know your fundamentals, and no, not the data structures and algorithms kind, but understanding, why, for example a framework is built the way it is and what problems it solves. 

As someone who is self taught - years of experience don't matter as much as seeing your code does 🙂 

If you are open to this, apply here - https://glowworm.company/IAmGlowWorm

P.S : Please don't DM me - won't help. Our process is pretty awesome and democratic so you have to fill the form to get started. All the best!",yes,"Full Stack Developer, Web Developer"
"Messages must start with [FORHIRE]/[HIRING]. Check the channel description for a full list of tags and rules!

* Posts should be reasonably descriptive.
* Jobs are paid — unpaid, equity-only, or similar are not allowed.
* We don't allow ""small gigs,"" like pay-for-help or one-off work of only a few hours.

Moderators may remove posts at any time, with or without warning. Repeat violators of these rules will be removed from the server permanently, with or without warning. We have more information on our Promotion Guidelines: https://www.reactiflux.com/promotion#job-board. If you believe you have been removed in error, you can dispute at `hello@reactiflux.com`.",no,no
"HIRING | REMOTE | FULL-TIME

Position: Jr - mid level full stack swe
Remote: ok but must be domestic (USA)
Tech: React, Typescript, Node
Company: https://www.lockwell.co/",yes,"React, Full Stack Developer"
"[HIRING] [REMOTE, **USA**] [Full-Time]
Hello! My employer, CompanyCam has a couple roles that recently opened! Note: I am not the hiring manager, just sharing the job opportunities. 👇🏽The below roles are **remote in the U.S. only **and full-time*. For more info or to apply, go to https://grnh.se/67c992913us. Do not DM me, please. 

Senior React Native Developer* - The starting point of our salary band for mid-level engineers is $130,000. The top of our salary band for senior engineers is $170,000

Senior React/React Native Developer* - The starting point of our salary band for mid-level engineers (3+ years of experience) is $130,000. The top of our salary band for new Senior Engineers is $170,000.",yes,React Native Developer
